contest,href,index,problem_name,score
weekly-286,/contest/weekly-contest-286/problems/find-the-difference-of-two-arrays,0,Find the Difference of Two Arrays,3
weekly-286,/contest/weekly-contest-286/problems/minimum-deletions-to-make-array-beautiful,1,Minimum Deletions to Make Array Beautiful,4
weekly-286,/contest/weekly-contest-286/problems/find-palindrome-with-fixed-length,2,Find Palindrome With Fixed Length,5
weekly-286,/contest/weekly-contest-286/problems/maximum-value-of-k-coins-from-piles,3,Maximum Value of K Coins From Piles,6
weekly-287,/contest/weekly-contest-287/problems/minimum-number-of-operations-to-convert-time,0,Minimum Number of Operations to Convert Time,3
weekly-287,/contest/weekly-contest-287/problems/find-players-with-zero-or-one-losses,1,Find Players With Zero or One Losses,4
weekly-287,/contest/weekly-contest-287/problems/maximum-candies-allocated-to-k-children,2,Maximum Candies Allocated to K Children,5
weekly-287,/contest/weekly-contest-287/problems/encrypt-and-decrypt-strings,3,Encrypt and Decrypt Strings,6
weekly-288,/contest/weekly-contest-288/problems/largest-number-after-digit-swaps-by-parity,0,Largest Number After Digit Swaps by Parity,3
weekly-288,/contest/weekly-contest-288/problems/minimize-result-by-adding-parentheses-to-expression,1,Minimize Result by Adding Parentheses to Expression,4
weekly-288,/contest/weekly-contest-288/problems/maximum-product-after-k-increments,2,Maximum Product After K Increments,5
weekly-288,/contest/weekly-contest-288/problems/maximum-total-beauty-of-the-gardens,3,Maximum Total Beauty of the Gardens,6
weekly-289,/contest/weekly-contest-289/problems/calculate-digit-sum-of-a-string,0,Calculate Digit Sum of a String,3
weekly-289,/contest/weekly-contest-289/problems/minimum-rounds-to-complete-all-tasks,1,Minimum Rounds to Complete All Tasks,4
weekly-289,/contest/weekly-contest-289/problems/maximum-trailing-zeros-in-a-cornered-path,2,Maximum Trailing Zeros in a Cornered Path,5
weekly-289,/contest/weekly-contest-289/problems/longest-path-with-different-adjacent-characters,3,Longest Path With Different Adjacent Characters,6
weekly-290,/contest/weekly-contest-290/problems/intersection-of-multiple-arrays,0,Intersection of Multiple Arrays,3
weekly-290,/contest/weekly-contest-290/problems/count-lattice-points-inside-a-circle,1,Count Lattice Points Inside a Circle,4
weekly-290,/contest/weekly-contest-290/problems/count-number-of-rectangles-containing-each-point,2,Count Number of Rectangles Containing Each Point,5
weekly-290,/contest/weekly-contest-290/problems/number-of-flowers-in-full-bloom,3,Number of Flowers in Full Bloom,6
weekly-291,/contest/weekly-contest-291/problems/remove-digit-from-number-to-maximize-result,0,Remove Digit From Number to Maximize Result,3
weekly-291,/contest/weekly-contest-291/problems/minimum-consecutive-cards-to-pick-up,1,Minimum Consecutive Cards to Pick Up,4
weekly-291,/contest/weekly-contest-291/problems/k-divisible-elements-subarrays,2,K Divisible Elements Subarrays,5
weekly-291,/contest/weekly-contest-291/problems/total-appeal-of-a-string,3,Total Appeal of A String,6
weekly-292,/contest/weekly-contest-292/problems/largest-3-same-digit-number-in-string,0,Largest 3-Same-Digit Number in String,3
weekly-292,/contest/weekly-contest-292/problems/count-nodes-equal-to-average-of-subtree,1,Count Nodes Equal to Average of Subtree,4
weekly-292,/contest/weekly-contest-292/problems/count-number-of-texts,2,Count Number of Texts,5
weekly-292,/contest/weekly-contest-292/problems/check-if-there-is-a-valid-parentheses-string-path,3, Check if There Is a Valid Parentheses String Path,6
weekly-293,/contest/weekly-contest-293/problems/find-resultant-array-after-removing-anagrams,0,Find Resultant Array After Removing Anagrams,3
weekly-293,/contest/weekly-contest-293/problems/maximum-consecutive-floors-without-special-floors,1,Maximum Consecutive Floors Without Special Floors,4
weekly-293,/contest/weekly-contest-293/problems/largest-combination-with-bitwise-and-greater-than-zero,2,Largest Combination With Bitwise AND Greater Than Zero,5
weekly-293,/contest/weekly-contest-293/problems/count-integers-in-intervals,3,Count Integers in Intervals,7
weekly-294,/contest/weekly-contest-294/problems/percentage-of-letter-in-string,0,Percentage of Letter in String,3
weekly-294,/contest/weekly-contest-294/problems/maximum-bags-with-full-capacity-of-rocks,1,Maximum Bags With Full Capacity of Rocks,4
weekly-294,/contest/weekly-contest-294/problems/minimum-lines-to-represent-a-line-chart,2,Minimum Lines to Represent a Line Chart,5
weekly-294,/contest/weekly-contest-294/problems/sum-of-total-strength-of-wizards,3,Sum of Total Strength of Wizards,6
weekly-295,/contest/weekly-contest-295/problems/rearrange-characters-to-make-target-string,0,Rearrange Characters to Make Target String,3
weekly-295,/contest/weekly-contest-295/problems/apply-discount-to-prices,1,Apply Discount to Prices,4
weekly-295,/contest/weekly-contest-295/problems/steps-to-make-array-non-decreasing,2,Steps to Make Array Non-decreasing,5
weekly-295,/contest/weekly-contest-295/problems/minimum-obstacle-removal-to-reach-corner,3,Minimum Obstacle Removal to Reach Corner,6
weekly-296,/contest/weekly-contest-296/problems/min-max-game,0,Min Max Game,3
weekly-296,/contest/weekly-contest-296/problems/partition-array-such-that-maximum-difference-is-k,1,Partition Array Such That Maximum Difference Is K,4
weekly-296,/contest/weekly-contest-296/problems/replace-elements-in-an-array,2,Replace Elements in an Array,5
weekly-296,/contest/weekly-contest-296/problems/design-a-text-editor,3,Design a Text Editor,6
weekly-297,/contest/weekly-contest-297/problems/calculate-amount-paid-in-taxes,0,Calculate Amount Paid in Taxes,3
weekly-297,/contest/weekly-contest-297/problems/minimum-path-cost-in-a-grid,1,Minimum Path Cost in a Grid,5
weekly-297,/contest/weekly-contest-297/problems/fair-distribution-of-cookies,2,Fair Distribution of Cookies,5
weekly-297,/contest/weekly-contest-297/problems/naming-a-company,3,Naming a Company,6
